TransactionID,Date,Amount,Type,Sender,Receiver,Location,Device,FraudLabel,Risk
TXN000487,2025-10-02 16:01:14.158075,9762,Subscription Payments,Meena Kumari,Sneha Iyer,Kolkata,iOS,0,Low
TXN000488,2025-10-07 06:09:14.158075,17064,Shopping,Vijay Rao,Karan Kapoor,Jaipur,iOS,0,Medium
TXN000489,2025-10-08 02:59:14.158075,47993,QR Code Payments,Karan Kapoor,Ravi Singh,Kolkata,Android,0,Low
TXN000490,2025-10-07 16:04:14.158075,8230,Shopping,Manish Tiwari,Vikram Joshi,Kanpur,Android,0,Low
TXN000491,2025-10-05 13:03:14.158075,19631,Recharge,Kavita Reddy,Sneha Iyer,Nagpur,iOS,0,Low
TXN000492,2025-10-02 09:10:14.158075,1779,Subscription Payments,Vikram Joshi,Neha Sharma,Nagpur,Android,0,Medium
TXN000493,2025-10-07 00:38:14.158075,3606,QR Code Payments,Manish Tiwari,Sneha Iyer,Kolkata,Android,0,High
TXN000494,2025-10-08 02:19:14.158075,13384,Shopping,Anita Sinha,Pooja Nair,Agra,Android,0,Low
TXN000495,2025-10-06 08:46:14.158075,7353,P2P,Amit Patel,Kavita Reddy,Pune,iOS,0,Low
TXN000496,2025-10-06 18:48:14.158075,19228,Recharge,Suresh Yadav,Amit Patel,Patna,Android,0,Low
TXN000497,2025-10-01 18:06:14.158075,28032,Subscription Payments,Anjali Verma,Vikram Joshi,Vijayawada,Android,0,Low
TXN000498,2025-10-02 00:26:14.158075,9535,Recharge,Kavita Reddy,Vijay Rao,Jodhpur,Android,0,Low
TXN000499,2025-10-02 10:16:14.158075,44178,P2P,Anjali Verma,Anita Sinha,Kanpur,Android,1,Low
TXN000500,2025-10-04 01:51:14.158075,13396,Subscription Payments,Karan Kapoor,Pooja Nair,Pune,iOS,0,High
TXN000501,2025-10-04 12:55:14.158075,30545,Recharge,Vijay Rao,Rajesh Kumar,Aurangabad,iOS,0,Low
TXN000502,2025-10-03 13:30:14.158075,13345,Bill Payment,Kavita Reddy,Amit Patel,Agra,iOS,0,Low
TXN000503,2025-10-04 07:21:14.158075,29224,P2P,Anita Sinha,Sneha Iyer,Lucknow,Android,1,Low
TXN000504,2025-10-03 22:26:14.158075,29999,P2P,Anita Sinha,Rohan Mehta,Kanpur,iOS,0,Low
TXN000505,2025-10-06 22:13:14.158075,44019,P2P,Rohan Mehta,Aakash Choudhary,Indore,Android,0,Medium
TXN000506,2025-10-05 23:45:14.158075,43325,Bill Payment, Priya Gupta,Amit Patel,Visakhapatnam,iOS,1,Low
TXN000507,2025-10-07 11:15:14.158075,35347,Bill Payment,Neha Sharma,Karan Kapoor,Bhopal,Android,1,Low
TXN000508,2025-10-07 10:55:14.158075,29322,Shopping,Manish Tiwari, Priya Gupta,Nashik,iOS,0,Low
TXN000509,2025-10-04 20:21:14.158075,26311,QR Code Payments,Amit Patel,Suresh Yadav,Agra,iOS,0,Low
TXN000510,2025-10-03 13:45:14.158075,37320,Recharge,Neha Sharma,Aakash Choudhary,Jodhpur,iOS,0,Low
TXN000511,2025-10-04 03:00:14.158075,26746,Shopping,Deepak Malhotra,Vikram Joshi,Vadodara,Android,0,Low
TXN000512,2025-10-02 17:08:14.158075,38749,Recharge,Amit Patel,Amit Patel,Nagpur,Android,0,Low
TXN000513,2025-10-03 20:33:14.158075,23149,QR Code Payments,Manish Tiwari,Anita Sinha,Kochi,Android,0,Low
TXN000514,2025-10-06 22:36:14.158075,14169,Bill Payment,Suresh Yadav,Anjali Verma,Meerut,iOS,0,Low
TXN000515,2025-10-07 01:43:14.158075,32680,QR Code Payments,Sunita Das,Aakash Choudhary,Surat,Android,0,Low
TXN000516,2025-10-03 13:49:14.158075,31943,Bill Payment, Priya Gupta,Vijay Rao,Chennai,Android,0,Low
TXN000517,2025-10-07 16:37:14.158075,2949,QR Code Payments,Sneha Iyer,Neha Sharma,Bangalore,Android,1,Low
TXN000518,2025-10-06 06:04:14.158075,40258,Shopping,Suresh Yadav,Anjali Verma,Jodhpur,Android,0,High
TXN000519,2025-10-05 06:54:14.158075,23389,Subscription Payments,Vijay Rao,Deepak Malhotra,Patna,Android,0,Low
TXN000520,2025-10-04 19:51:14.158075,44790,Shopping,Kavita Reddy,Karan Kapoor,Ahmedabad,Android,0,Low
TXN000521,2025-10-06 19:28:14.158075,35357,Recharge,Vijay Rao,Anita Sinha,Jaipur,iOS,1,Low
TXN000522,2025-10-02 07:22:14.158075,9923,Shopping,Rohan Mehta,Sunita Das,Aurangabad,iOS,0,Low
TXN000523,2025-10-07 15:06:14.158075,42075,P2P,Meena Kumari,Anita Sinha,Visakhapatnam,Android,0,Low
TXN000524,2025-10-06 19:27:14.158075,9640,Recharge,Vijay Rao,Deepak Malhotra,Kolkata,iOS,0,Medium
TXN000525,2025-10-01 17:27:14.158075,16464,QR Code Payments,Neha Sharma,Amit Patel,Chennai,iOS,0,Low
TXN000526,2025-10-07 17:15:14.158075,4711,Recharge,Sneha Iyer,Ravi Singh,Agra,Android,1,Low
TXN000527,2025-10-03 17:25:14.158075,27763,Subscription Payments,Amit Patel, Priya Gupta,Thane,Android,0,Low
TXN000528,2025-10-03 19:47:14.158075,38746,Bill Payment,Amit Patel,Amit Patel,Kochi,iOS,0,High
TXN000529,2025-10-03 01:06:14.158075,31077,QR Code Payments,Neha Sharma,Suresh Yadav,Delhi,Android,0,Low
TXN000530,2025-10-04 10:58:14.158075,29268,Recharge,Suresh Yadav,Anita Sinha,Ahmedabad,iOS,0,Low
TXN000531,2025-10-04 23:37:14.158075,49215,QR Code Payments,Sneha Iyer, Priya Gupta,Visakhapatnam,iOS,0,High
TXN000532,2025-10-07 20:53:14.158075,25571,QR Code Payments,Manish Tiwari,Anjali Verma,Coimbatore,iOS,0,Medium
TXN000533,2025-10-02 08:42:14.158075,22787,QR Code Payments,Kavita Reddy,Anjali Verma,Coimbatore,Android,0,Medium
TXN000534,2025-10-06 03:12:14.158075,951,Bill Payment,Rajesh Kumar,Vijay Rao,Kanpur,iOS,0,Low
TXN000535,2025-10-05 10:32:14.158075,18171,Shopping,Deepak Malhotra,Deepak Malhotra,Mumbai,Android,0,Low
TXN000536,2025-10-05 07:03:14.158075,6933,QR Code Payments,Suresh Yadav,Meena Kumari,Hyderabad,Android,0,Low
TXN000537,2025-10-02 16:35:14.158075,12038,P2P,Kavita Reddy,Kavita Reddy,Nashik,Android,0,Low
TXN000538,2025-10-03 16:28:14.158075,35295,Subscription Payments,Ravi Singh,Anjali Verma,Patna,Android,0,Low
TXN000539,2025-10-08 02:26:14.158075,26244,Bill Payment,Amit Patel,Vikram Joshi,Kolkata,Android,0,Medium
TXN000540,2025-10-06 22:06:14.158075,4100,Recharge,Ravi Singh,Kavita Reddy,Nagpur,iOS,0,Medium
TXN000541,2025-10-07 21:59:14.158075,5152,Bill Payment,Rajesh Kumar,Anjali Verma,Bangalore,Android,1,Low
TXN000542,2025-10-07 07:14:14.158075,35606,Recharge,Meena Kumari,Manish Tiwari,Nagpur,Android,0,Low
TXN000543,2025-10-04 09:56:14.158075,28174,Bill Payment,Manish Tiwari,Amit Patel,Surat,Android,0,Low
TXN000544,2025-10-07 17:26:14.158075,38255,Recharge,Sneha Iyer,Kavita Reddy,Mumbai,Android,1,Medium
TXN000545,2025-10-02 16:04:14.158075,40870,QR Code Payments,Meena Kumari,Sunita Das,Mumbai,Android,1,Low
TXN000546,2025-10-06 09:38:14.158075,32420,Shopping,Deepak Malhotra,Ravi Singh,Indore,iOS,1,Medium
TXN000547,2025-10-03 16:47:14.158075,38404,Recharge,Ravi Singh,Amit Patel,Meerut,Android,0,Low
TXN000548,2025-10-02 05:24:14.158075,46347,Recharge,Amit Patel,Suresh Yadav,Raipur,Android,0,Low
TXN000549,2025-10-06 05:51:14.158075,4013,P2P,Pooja Nair,Aakash Choudhary,Coimbatore,iOS,0,Medium
TXN000550,2025-10-07 06:16:14.158075,17550,Recharge,Rajesh Kumar,Rajesh Kumar,Pune,Android,0,Low
TXN000551,2025-10-07 16:49:14.158075,24207,P2P,Anita Sinha,Karan Kapoor,Gwalior,iOS,0,Low
TXN000552,2025-10-03 18:12:14.158075,20864,Subscription Payments,Pooja Nair, Priya Gupta,Jodhpur,iOS,1,Medium
TXN000553,2025-10-06 17:14:14.158075,43504,QR Code Payments,Ravi Singh,Rajesh Kumar,Patna,iOS,0,Low
TXN000554,2025-10-04 02:50:14.158075,20591,P2P, Priya Gupta,Rajesh Kumar,Nagpur,iOS,0,Low
TXN000555,2025-10-02 09:53:14.158075,38594,Shopping,Anita Sinha,Rajesh Kumar,Gwalior,Android,1,Low
TXN000556,2025-10-05 08:42:14.158075,3473,QR Code Payments,Kavita Reddy,Ravi Singh,Coimbatore,Android,0,Low
TXN000557,2025-10-02 17:34:14.158075,12261,P2P,Ravi Singh,Ravi Singh,Patna,iOS,0,Medium
TXN000558,2025-10-07 20:34:14.158075,32096,QR Code Payments,Meena Kumari,Karan Kapoor,Hyderabad,iOS,0,Medium
TXN000559,2025-10-08 02:44:14.158075,27222,QR Code Payments,Rajesh Kumar,Sunita Das,Visakhapatnam,Android,0,Medium
TXN000560,2025-10-04 09:42:14.158075,34950,QR Code Payments,Manish Tiwari,Rajesh Kumar,Vijayawada,iOS,0,Low
TXN000561,2025-10-06 06:37:14.158075,27450,Subscription Payments,Ravi Singh,Manish Tiwari,Hyderabad,iOS,1,Low
TXN000562,2025-10-08 07:52:14.158075,27572,Shopping,Kavita Reddy,Kavita Reddy,Madurai,iOS,1,Low
TXN000563,2025-10-06 20:11:14.158075,28861,Bill Payment,Pooja Nair,Ravi Singh,Kochi,Android,1,Medium
TXN000564,2025-10-06 13:08:14.158075,25451,Bill Payment,Aakash Choudhary,Suresh Yadav,Vijayawada,iOS,0,Low
TXN000565,2025-10-03 08:48:14.158075,23232,P2P,Manish Tiwari,Deepak Malhotra,Chennai,Android,1,Low
TXN000566,2025-10-04 21:16:14.158075,49149,QR Code Payments,Suresh Yadav,Amit Patel,Vijayawada,Android,0,Medium
TXN000567,2025-10-08 09:18:14.158075,15405,P2P,Deepak Malhotra,Karan Kapoor,Vijayawada,Android,0,Low
TXN000568,2025-10-08 09:23:14.158075,9917,Subscription Payments,Suresh Yadav,Manish Tiwari,Hyderabad,iOS,0,Low
TXN000569,2025-10-06 13:14:14.158075,11361,Subscription Payments,Anita Sinha,Anita Sinha,Mumbai,iOS,0,Low
TXN000570,2025-10-07 15:34:14.158075,517,Recharge,Manish Tiwari,Pooja Nair,Ahmedabad,Android,0,Medium
TXN000571,2025-10-05 18:14:14.158075,41676,Subscription Payments,Karan Kapoor,Karan Kapoor,Indore,Android,0,Low
TXN000572,2025-10-07 09:38:14.158075,20458,Recharge,Karan Kapoor,Pooja Nair,Indore,Android,0,High
TXN000573,2025-10-02 20:50:14.158075,3367,Shopping,Neha Sharma,Anita Sinha,Kanpur,iOS,0,Low
TXN000574,2025-10-02 13:41:14.158075,17309,P2P,Vijay Rao,Anjali Verma,Nashik,iOS,0,High
TXN000575,2025-10-06 01:41:14.158075,24152,Shopping,Sneha Iyer,Sunita Das,Nashik,Android,0,Low
TXN000576,2025-10-01 18:46:14.158075,38613,Subscription Payments,Sneha Iyer, Priya Gupta,Vijayawada,Android,0,Low
TXN000577,2025-10-07 09:39:14.158075,26192,Shopping,Ravi Singh,Manish Tiwari,Delhi,iOS,0,Medium
TXN000578,2025-10-02 19:37:14.158075,11438,Shopping,Kavita Reddy,Anita Sinha,Kochi,Android,0,Medium
TXN000579,2025-10-06 02:48:14.158075,512,Shopping,Meena Kumari,Sneha Iyer,Nagpur,iOS,0,Low
TXN000580,2025-10-03 21:03:14.158075,7643,Subscription Payments,Anita Sinha,Karan Kapoor,Nagpur,iOS,0,Medium
TXN000581,2025-10-01 21:08:14.158075,40455,QR Code Payments,Sunita Das,Meena Kumari,Aurangabad,Android,0,Medium
TXN000582,2025-10-04 15:57:14.158075,33596,Shopping,Kavita Reddy,Amit Patel,Kanpur,Android,1,Low
TXN000583,2025-10-05 17:08:14.158075,23648,Recharge,Manish Tiwari,Ravi Singh,Jodhpur,iOS,0,Low
TXN000584,2025-10-02 06:11:14.158075,27484,Subscription Payments,Karan Kapoor,Neha Sharma,Ahmedabad,iOS,0,Medium
TXN000585,2025-10-08 11:42:14.158075,44525,Shopping,Vijay Rao, Priya Gupta,Jodhpur,iOS,0,Low
TXN000586,2025-10-04 09:07:14.158075,38856,QR Code Payments,Pooja Nair,Karan Kapoor,Pune,iOS,0,Low
TXN000587,2025-10-08 03:45:14.158075,18988,Subscription Payments,Vikram Joshi,Manish Tiwari,Meerut,iOS,0,Medium
TXN000588,2025-10-07 07:11:14.158075,35835,Bill Payment, Priya Gupta, Priya Gupta,Agra,Android,0,Low
TXN000589,2025-10-07 06:28:14.158075,47395,QR Code Payments,Anita Sinha,Vikram Joshi,Mumbai,iOS,0,Low
TXN000590,2025-10-03 01:40:14.158075,48916,Recharge,Sneha Iyer,Suresh Yadav,Kanpur,iOS,1,High
TXN000591,2025-10-03 16:40:14.158075,17606,Shopping,Vijay Rao,Rajesh Kumar,Nashik,iOS,0,Low
TXN000592,2025-10-06 12:19:14.158075,20563,Bill Payment,Sneha Iyer,Ravi Singh,Lucknow,Android,0,Medium
TXN000593,2025-10-06 20:28:14.158075,18055,Bill Payment,Rajesh Kumar,Aakash Choudhary,Kolkata,Android,0,Medium
TXN000594,2025-10-04 02:19:14.158075,37941,Subscription Payments,Aakash Choudhary,Anita Sinha,Vadodara,iOS,0,Low
TXN000595,2025-10-06 14:44:14.158075,5204,Bill Payment,Anjali Verma,Vijay Rao,Raipur,iOS,1,Low
TXN000596,2025-10-05 11:17:14.158075,35011,Recharge,Sunita Das,Karan Kapoor,Lucknow,Android,0,Low
TXN000597,2025-10-08 04:49:14.158075,23290,Recharge,Deepak Malhotra,Sunita Das,Jodhpur,Android,0,Low
TXN000598,2025-10-06 20:10:14.158075,7457,P2P,Amit Patel,Aakash Choudhary,Madurai,Android,0,Low
TXN000599,2025-10-05 07:31:14.158075,32579,Recharge,Vikram Joshi,Kavita Reddy,Kochi,Android,0,Low
TXN000600,2025-10-05 03:34:14.158075,44911,QR Code Payments,Sunita Das,Sneha Iyer,Patna,iOS,0,Low
TXN000601,2025-10-08 12:19:14.158075,36308,Bill Payment,Karan Kapoor,Rohan Mehta,Kochi,Android,0,Low
TXN000602,2025-10-04 11:38:14.158075,20250,Recharge,Neha Sharma,Manish Tiwari,Jodhpur,iOS,1,Low
TXN000603,2025-10-03 17:52:14.158075,5744,Subscription Payments,Rajesh Kumar,Meena Kumari,Vijayawada,iOS,1,Low
TXN000604,2025-10-07 11:37:14.158075,43386,P2P,Sunita Das,Meena Kumari,Ahmedabad,Android,0,Low
TXN000605,2025-10-04 10:41:14.158075,47420,Bill Payment,Deepak Malhotra,Suresh Yadav,Lucknow,Android,0,Low
TXN000606,2025-10-04 00:44:14.158075,3014,P2P,Karan Kapoor,Vijay Rao,Nashik,Android,0,Low
TXN000607,2025-10-03 09:42:14.158075,21452,Bill Payment,Deepak Malhotra,Suresh Yadav,Surat,Android,1,Low
TXN000608,2025-10-04 21:40:14.158075,46452,Subscription Payments,Manish Tiwari,Vikram Joshi,Agra,iOS,0,Low
TXN000609,2025-10-03 15:17:14.158075,45012,P2P,Karan Kapoor,Rajesh Kumar,Ahmedabad,iOS,0,Medium
TXN000610,2025-10-06 14:53:14.158075,14497,Shopping,Suresh Yadav,Anita Sinha,Bangalore,iOS,0,Low
TXN000611,2025-10-02 08:01:14.158075,41655,QR Code Payments,Meena Kumari,Anita Sinha,Madurai,Android,0,Low
TXN000612,2025-10-06 23:12:14.158075,47059,QR Code Payments,Ravi Singh,Sneha Iyer,Bangalore,iOS,0,Low
TXN000613,2025-10-08 04:48:14.158075,828,Bill Payment,Pooja Nair, Priya Gupta,Chennai,Android,0,Low
TXN000614,2025-10-06 14:12:14.158075,798,Shopping,Aakash Choudhary,Meena Kumari,Delhi,iOS,1,Low
TXN000615,2025-10-02 08:39:14.158075,40054,P2P,Neha Sharma,Neha Sharma,Coimbatore,Android,0,High
TXN000616,2025-10-07 23:54:14.158075,47380,Shopping,Manish Tiwari,Sunita Das,Mumbai,iOS,0,Low
TXN000617,2025-10-07 02:20:14.158075,14023,Shopping,Suresh Yadav,Vijay Rao,Gwalior,iOS,0,High
TXN000618,2025-10-02 02:59:14.158075,16879,P2P,Rajesh Kumar,Meena Kumari,Ahmedabad,Android,0,Low
TXN000619,2025-10-07 22:22:14.158075,7500,Subscription Payments,Aakash Choudhary,Kavita Reddy,Pune,iOS,0,Low
TXN000620,2025-10-02 02:09:14.158075,24566,Shopping,Vikram Joshi,Manish Tiwari,Indore,iOS,0,Low
TXN000621,2025-10-05 01:50:14.158075,37039,Shopping,Meena Kumari,Amit Patel,Thane,Android,0,Low
TXN000622,2025-10-07 02:08:14.158075,4460,Subscription Payments,Aakash Choudhary,Rajesh Kumar,Aurangabad,Android,1,Low
TXN000623,2025-10-06 23:16:14.158075,35370,Shopping,Manish Tiwari,Deepak Malhotra,Chennai,Android,0,Low
TXN000624,2025-10-08 10:39:14.158075,17201,Shopping,Anita Sinha,Karan Kapoor,Mumbai,Android,0,Low
TXN000625,2025-10-03 15:50:14.158075,32407,Shopping,Kavita Reddy,Anita Sinha,Pune,Android,0,Low
TXN000626,2025-10-03 13:39:14.158075,5586,QR Code Payments,Suresh Yadav,Suresh Yadav,Ahmedabad,iOS,0,Low
TXN000627,2025-10-06 10:10:14.158075,8435,Recharge,Sunita Das,Aakash Choudhary,Jodhpur,Android,1,Low
TXN000628,2025-10-06 10:51:14.158075,21464,Subscription Payments, Priya Gupta,Sneha Iyer,Pune,iOS,0,Low
TXN000629,2025-10-04 22:14:14.158075,37359,Shopping,Anita Sinha,Aakash Choudhary,Gwalior,iOS,0,Low
TXN000630,2025-10-03 20:19:14.158075,23676,QR Code Payments,Rajesh Kumar,Neha Sharma,Pune,Android,0,Medium
TXN000631,2025-10-04 02:00:14.158075,31767,Subscription Payments,Anjali Verma,Meena Kumari,Jodhpur,iOS,0,Low
TXN000632,2025-10-06 00:15:14.158075,11230,Bill Payment,Kavita Reddy,Rohan Mehta,Patna,iOS,0,Low
TXN000633,2025-10-07 10:55:14.158075,22072,Bill Payment,Karan Kapoor,Amit Patel,Agra,Android,0,Low
TXN000634,2025-10-05 00:57:14.158075,40519,Shopping,Amit Patel,Neha Sharma,Kochi,iOS,0,Medium
TXN000635,2025-10-05 16:04:14.158075,1267,QR Code Payments,Sunita Das,Karan Kapoor,Hyderabad,Android,0,Low
TXN000636,2025-10-07 22:57:14.158075,27292,QR Code Payments,Suresh Yadav,Rajesh Kumar,Bangalore,Android,0,Low
TXN000637,2025-10-03 23:34:14.158075,1162,Subscription Payments,Vikram Joshi,Vijay Rao,Lucknow,Android,0,Low
TXN000638,2025-10-06 10:22:14.158075,18640,Subscription Payments,Ravi Singh,Suresh Yadav,Kochi,iOS,0,Low
TXN000639,2025-10-02 19:28:14.158075,24344,QR Code Payments,Karan Kapoor,Anjali Verma,Nagpur,iOS,0,Low
TXN000640,2025-10-01 18:36:14.158075,21645,Subscription Payments,Sunita Das,Rajesh Kumar,Bhopal,iOS,0,Low
TXN000641,2025-10-02 18:58:14.158075,21789,QR Code Payments,Anjali Verma,Meena Kumari,Aurangabad,iOS,0,Medium
TXN000642,2025-10-05 17:22:14.158075,11274,Recharge,Sneha Iyer,Rajesh Kumar,Pune,Android,0,Low
TXN000643,2025-10-08 03:18:14.158075,23025,QR Code Payments,Karan Kapoor,Deepak Malhotra,Hyderabad,iOS,0,Low
TXN000644,2025-10-01 23:15:14.158075,37597,Bill Payment,Amit Patel,Rohan Mehta,Jodhpur,Android,0,Low
TXN000645,2025-10-07 16:16:14.158075,9448,Subscription Payments,Sunita Das,Vikram Joshi,Chennai,iOS,0,Low
TXN000646,2025-10-01 14:29:14.158075,23814,QR Code Payments,Pooja Nair,Deepak Malhotra,Kolkata,iOS,0,Low
TXN000647,2025-10-01 15:41:14.158075,38202,QR Code Payments,Ravi Singh,Rajesh Kumar,Nagpur,iOS,0,Low
TXN000648,2025-10-03 02:07:14.158075,9024,Subscription Payments, Priya Gupta,Ravi Singh,Indore,iOS,1,Low
TXN000649,2025-10-03 17:17:14.158075,37198,Recharge,Sunita Das,Manish Tiwari,Lucknow,iOS,0,Low
TXN000650,2025-10-08 00:55:14.158075,24494,Recharge,Ravi Singh,Sunita Das,Thane,Android,0,Low
TXN000651,2025-10-07 01:27:14.158075,6901,Subscription Payments,Sneha Iyer,Anita Sinha,Vadodara,iOS,0,Low
TXN000652,2025-10-07 10:53:14.158075,37714,P2P,Rajesh Kumar, Priya Gupta,Visakhapatnam,iOS,0,Low
TXN000653,2025-10-02 12:28:14.158075,6831,Subscription Payments,Neha Sharma,Rohan Mehta,Bhopal,iOS,0,Low
TXN000654,2025-10-07 10:23:14.158075,48236,Subscription Payments,Aakash Choudhary, Priya Gupta,Jodhpur,iOS,0,High
TXN000655,2025-10-04 08:25:14.158075,23725,Recharge,Suresh Yadav,Rohan Mehta,Kanpur,Android,0,Low
TXN000656,2025-10-08 05:21:14.158075,17437,Recharge,Karan Kapoor,Sneha Iyer,Ahmedabad,iOS,1,Low
TXN000657,2025-10-08 07:28:14.158075,35407,Subscription Payments,Rajesh Kumar,Amit Patel,Kolkata,Android,0,High
TXN000658,2025-10-04 05:55:14.158075,7156,Subscription Payments,Suresh Yadav,Aakash Choudhary,Meerut,iOS,0,Low
TXN000659,2025-10-07 01:18:14.158075,11616,Subscription Payments,Suresh Yadav,Pooja Nair,Pune,Android,0,High
TXN000660,2025-10-01 15:05:14.158075,44361,Recharge,Deepak Malhotra,Ravi Singh,Meerut,Android,0,Low
TXN000661,2025-10-06 07:01:14.158075,1642,Subscription Payments,Anjali Verma,Aakash Choudhary,Raipur,Android,0,Low
TXN000662,2025-10-02 00:36:14.158075,21777,Subscription Payments,Anita Sinha,Aakash Choudhary,Pune,Android,0,Low
TXN000663,2025-10-07 17:54:14.158075,46832,Shopping,Manish Tiwari,Deepak Malhotra,Patna,Android,0,Medium
TXN000664,2025-10-04 11:12:14.158075,39181,P2P,Karan Kapoor, Priya Gupta,Mumbai,iOS,0,Low
TXN000665,2025-10-04 09:47:14.158075,27669,Bill Payment, Priya Gupta,Meena Kumari,Lucknow,Android,0,High
TXN000666,2025-10-06 13:58:14.158075,23422,P2P,Neha Sharma,Amit Patel,Visakhapatnam,iOS,1,Low
TXN000667,2025-10-08 12:34:14.158075,19165,Shopping,Pooja Nair,Manish Tiwari,Thane,Android,0,Medium
TXN000668,2025-10-03 15:06:14.158075,18024,Bill Payment,Sneha Iyer,Karan Kapoor,Jaipur,Android,1,Low
TXN000669,2025-10-04 20:41:14.158075,22656,Subscription Payments,Vijay Rao,Anita Sinha,Bhopal,iOS,0,Low
TXN000670,2025-10-02 00:10:14.158075,27062,Shopping,Meena Kumari,Anjali Verma,Visakhapatnam,Android,0,High
TXN000671,2025-10-05 01:53:14.158075,28395,Subscription Payments,Neha Sharma,Rohan Mehta,Kochi,Android,0,High
TXN000672,2025-10-05 01:45:14.158075,13907,Recharge,Ravi Singh,Suresh Yadav,Jaipur,Android,0,Low
TXN000673,2025-10-03 03:14:14.158075,42448,QR Code Payments,Anjali Verma,Kavita Reddy,Bhopal,Android,0,Low
TXN000674,2025-10-01 14:18:14.158075,26532,Shopping,Rajesh Kumar,Vijay Rao,Surat,iOS,0,Low
TXN000675,2025-10-06 07:38:14.158075,17849,Recharge,Ravi Singh,Rajesh Kumar,Lucknow,Android,1,Low
TXN000676,2025-10-04 06:06:14.158075,41559,Shopping,Rohan Mehta,Sneha Iyer,Aurangabad,Android,0,Low
TXN000677,2025-10-03 20:26:14.158075,26356,Shopping,Manish Tiwari,Suresh Yadav,Vadodara,iOS,0,Low
TXN000678,2025-10-05 05:50:14.158075,40362,Recharge,Vijay Rao,Meena Kumari,Patna,iOS,0,Low
TXN000679,2025-10-05 21:38:14.158075,37180,Bill Payment,Pooja Nair,Karan Kapoor,Nagpur,Android,0,Medium
TXN000680,2025-10-03 10:17:14.158075,1424,P2P,Aakash Choudhary,Suresh Yadav,Aurangabad,Android,0,Low
TXN000681,2025-10-02 23:41:14.158075,25831,Subscription Payments,Anjali Verma,Pooja Nair,Visakhapatnam,iOS,0,Low
TXN000682,2025-10-06 13:16:14.158075,36009,Shopping,Ravi Singh,Rajesh Kumar,Pune,Android,0,Low
TXN000683,2025-10-02 02:13:14.158075,23903,Subscription Payments,Aakash Choudhary,Pooja Nair,Meerut,iOS,0,Low
TXN000684,2025-10-07 18:31:14.158075,19970,QR Code Payments,Manish Tiwari, Priya Gupta,Indore,Android,1,Low
TXN000685,2025-10-08 04:08:14.158075,34678,Recharge,Anita Sinha,Sneha Iyer,Bhopal,iOS,0,Low
TXN000686,2025-10-02 07:23:14.158075,6688,Subscription Payments,Manish Tiwari,Rohan Mehta,Madurai,iOS,1,Low
TXN000687,2025-10-02 06:48:14.158075,38169,Recharge, Priya Gupta,Rajesh Kumar,Ahmedabad,iOS,0,Medium
TXN000688,2025-10-02 13:01:14.158075,26890,Subscription Payments,Deepak Malhotra,Sneha Iyer,Lucknow,Android,0,Low
TXN000689,2025-10-05 00:53:14.158075,25389,P2P,Rajesh Kumar,Ravi Singh,Bangalore,Android,1,High
TXN000690,2025-10-03 04:15:14.158075,28278,P2P,Anita Sinha,Pooja Nair,Visakhapatnam,Android,0,Medium
TXN000691,2025-10-06 12:32:14.158075,28810,P2P,Kavita Reddy,Anjali Verma,Visakhapatnam,Android,1,Medium
TXN000692,2025-10-04 16:22:14.158075,15585,P2P,Suresh Yadav,Amit Patel,Jodhpur,iOS,0,Low
TXN000693,2025-10-04 23:28:14.158075,44582,P2P,Meena Kumari,Rajesh Kumar,Agra,iOS,0,Low
TXN000694,2025-10-08 12:29:14.158075,20752,P2P,Pooja Nair,Deepak Malhotra,Madurai,iOS,0,Low
TXN000695,2025-10-04 01:07:14.158075,4848,Recharge,Neha Sharma,Suresh Yadav,Indore,Android,0,Low
TXN000696,2025-10-02 13:14:14.158075,21333,Shopping, Priya Gupta,Deepak Malhotra,Patna,Android,0,Low
TXN000697,2025-10-04 08:36:14.158075,9535,Subscription Payments,Kavita Reddy,Aakash Choudhary,Delhi,Android,0,Low
TXN000698,2025-10-06 20:09:14.158075,3809,P2P,Anjali Verma,Neha Sharma,Bhopal,iOS,0,Low
TXN000699,2025-10-07 03:55:14.158075,30455,Recharge,Manish Tiwari,Sneha Iyer,Lucknow,Android,1,Low
TXN000700,2025-10-03 02:09:14.158075,13216,Recharge,Anita Sinha,Neha Sharma,Visakhapatnam,Android,0,Low
TXN000701,2025-10-07 20:11:14.158075,25570,Recharge,Rohan Mehta,Amit Patel,Gwalior,iOS,0,High
TXN000702,2025-10-04 04:24:14.158075,42444,Shopping,Deepak Malhotra,Rajesh Kumar,Nashik,iOS,0,Low
TXN000703,2025-10-03 03:24:14.158075,43018,Subscription Payments,Neha Sharma,Kavita Reddy,Kolkata,Android,0,Low
TXN000704,2025-10-05 22:36:14.158075,39398,Shopping,Kavita Reddy,Kavita Reddy,Chennai,iOS,1,Low
TXN000705,2025-10-02 01:36:14.158075,43056,Bill Payment,Sneha Iyer, Priya Gupta,Jaipur,Android,0,Medium
TXN000706,2025-10-04 06:26:14.158075,14783,Recharge,Anjali Verma,Neha Sharma,Kochi,iOS,0,Low
TXN000707,2025-10-03 18:29:14.158075,604,Bill Payment,Pooja Nair,Karan Kapoor,Kanpur,iOS,0,Low
TXN000708,2025-10-02 00:19:14.158075,34082,QR Code Payments,Aakash Choudhary,Sunita Das,Bhopal,iOS,0,Low
